"DRXFDCD"	"DRXFCSD"	"DRXFCLD"
73407060	"SWEET POTATO, CANNED, FAT ADDED IN COOKING"	"Sweet potato, canned, fat added in cooking"
73409000	"SWEET POTATO, CASSEROLE OR MASHED"	"Sweet potato, casserole or mashed"
73410200	"SWEET POTATO FRIES, NFS"	"Sweet potato fries, NFS"
73410210	"SWEET POTATO CHIPS"	"Sweet potato chips"
73410300	"SWEET POTATO FRIES, NS AS TO FRESH OR FROZEN"	"Sweet potato fries, NS as to fresh or frozen"
73410310	"SWEET POTATO FRIES, FROZEN, FRIED"	"Sweet potato fries, frozen, fried"
73410320	"SWEET POTATO FRIES, FROZEN, BAKED"	"Sweet potato fries, frozen, baked"
73410330	"SWEET POTATO FRIES, FROM FRESH, FRIED"	"Sweet potato fries, from fresh, fried"
73410340	"SWEET POTATO FRIES, FROM FRESH, BAKED"	"Sweet potato fries, from fresh, baked"
73410400	"SWEET POTATO FRIES, FAST FOOD _ RESTAURANT"	"Sweet potato fries, fast food _ restaurant"
73410500	"SWEET POTATO FRIES, SCHOOL"	"Sweet potato fries, school"
73420000	"SWEET POTATO TOTS, NFS"	"Sweet potato tots, NFS"
73420010	"SWEET POTATO TOTS, FROM FROZEN, FRIED"	"Sweet potato tots, from frozen, fried"
73420020	"SWEET POTATO TOTS, FROM FROZEN, BAKED"	"Sweet potato tots, from frozen, baked"
73420030	"SWEET POTATO TOTS, FROM FROZEN, NS AS TO FRIED OR BAKED"	"Sweet potato tots, from frozen, NS as to fried or baked"
73420100	"SWEET POTATO TOTS, FAST FOOD _ RESTAURANT"	"Sweet potato tots, fast food _ restaurant"
73420200	"SWEET POTATO TOTS, SCHOOL"	"Sweet potato tots, school"
73421000	"SWEET POTATO, YELLOW, PUERTO RICAN, COOKED"	"Sweet potato, yellow, Puerto Rican, cooked"
73501000	"CARROT SOUP, CREAM OF, PREPARED WITH MILK, HOME RECIPE, CANN"	"Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve"
73501010	"CARROT WITH RICE SOUP, CREAM OF, PREPARED WITH MILK, HOME RE"	"Carrot with rice soup, cream of, prepared with milk, home recipe, canned or ready-to-serve"
73502000	"SQUASH, WINTER TYPE, SOUP, HOME RECIPE, CANNED, OR READY-TO-"	"Squash, winter type, soup, home recipe, canned, or ready-to-serve"
74101000	"TOMATOES, RAW"	"Tomatoes, raw"
74102000	"TOMATOES, GREEN, RAW"	"Tomatoes, green, raw"
74201000	"TOMATOES, COOKED, NS AS TO FORM, NS AS TO METHOD"	"Tomatoes, cooked, NS as to form, NS as to method"
74201001	"TOMATOES, COOKED, FROM FRESH, NS AS TO METHOD"	"Tomatoes, cooked, from fresh, NS as to method"
74201003	"TOMATOES, COOKED, FROM CANNED, NS AS TO METHOD"	"Tomatoes, cooked, from canned, NS as to method"
74202010	"TOMATOES, NS AS TO FORM, BROILED"	"Tomatoes, NS as to form, broiled"
74202011	"TOMATOES, FROM FRESH, BROILED"	"Tomatoes, from fresh, broiled"
74202050	"TOMATOES, RED, NS AS TO FORM, FRIED"	"Tomatoes, red, NS as to form, fried"
74202051	"TOMATOES, RED, FROM FRESH, FRIED"	"Tomatoes, red, from fresh, fried"
74203010	"TOMATOES, NS AS TO FORM, SCALLOPED"	"Tomatoes, NS as to form, scalloped"
74203011	"TOMATOES, FROM FRESH, SCALLOPED"	"Tomatoes, from fresh, scalloped"
74204010	"TOMATOES, NS AS TO FORM, STEWED"	"Tomatoes, NS as to form, stewed"
74204011	"TOMATOES, FROM FRESH, STEWED"	"Tomatoes, from fresh, stewed"
74204013	"TOMATOES, FROM CANNED, STEWED"	"Tomatoes, from canned, stewed"
74204500	"TOMATOES, CANNED, LOW SODIUM"	"Tomatoes, canned, low sodium"
74205010	"TOMATOES, GREEN, COOKED, NS AS TO FORM"	"Tomatoes, green, cooked, NS as to form"
74205011	"TOMATOES, GREEN, COOKED, FROM FRESH"	"Tomatoes, green, cooked, from fresh"
74205020	"TOMATO, GREEN, PICKLED"	"Tomato, green, pickled"
74206000	"TOMATOES, RED, DRIED"	"Tomatoes, red, dried"
74301100	"TOMATO JUICE, 100_"	"Tomato juice, 100_"
74301150	"TOMATO JUICE, 100_, LOW SODIUM"	"Tomato juice, 100_, low sodium"
74302000	"TOMATO JUICE COCKTAIL"	"Tomato juice cocktail"
74303000	"TOMATO AND VEGETABLE JUICE, 100_"	"Tomato and vegetable juice, 100_"
74303100	"TOMATO AND VEGETABLE JUICE, 100_, LOW SODIUM"	"Tomato and vegetable juice, 100_, low sodium"
74401010	"TOMATO CATSUP"	"Tomato catsup"
74401110	"TOMATO CATSUP, REDUCED SODIUM"	"Tomato catsup, reduced sodium"
74402010	"TOMATO CHILI SAUCE"	"Tomato chili sauce"
74402100	"SALSA, NFS"	"Salsa, NFS"
74402110	"SALSA, PICO DE GALLO"	"Salsa, pico de gallo"
74402150	"SALSA, RED, COMMERCIALLY-PREPARED"	"Salsa, red, commercially-prepared"
74402200	"SALSA, RED, HOMEMADE"	"Salsa, red, homemade"
74402250	"ENCHILADA SAUCE, RED"	"Enchilada sauce, red"
74402260	"ENCHILADA SAUCE, GREEN"	"Enchilada sauce, green"
74402350	"SALSA VERDE OR SALSA, GREEN"	"Salsa verde or salsa, green"
74404010	"SPAGHETTI SAUCE"	"Spaghetti sauce"
74404020	"SPAGHETTI SAUCE WITH ADDED VEGETABLES"	"Spaghetti sauce with added vegetables"
74404050	"SPAGHETTI SAUCE, REDUCED SODIUM"	"Spaghetti sauce, reduced sodium"
74404060	"SPAGHETTI SAUCE, FAT FREE"	"Spaghetti sauce, fat free"
74404090	"VODKA SAUCE WITH TOMATOES AND CREAM"	"Vodka sauce with tomatoes and cream"
74405010	"TOMATO RELISH"	"Tomato relish"
74406010	"BARBECUE SAUCE"	"Barbecue sauce"
74406100	"STEAK SAUCE, TOMATO-BASE"	"Steak sauce, tomato-base"
74406500	"COCKTAIL SAUCE"	"Cocktail sauce"
74410110	"PUERTO RICAN SEASONING WITH HAM"	"Puerto Rican seasoning with ham"
74415110	"PUERTO RICAN SEASONING WITH HAM AND TOMATO SAUCE"	"Puerto Rican seasoning with ham and tomato sauce"
74420110	"PUERTO RICAN SEASONING WITHOUT HAM AND TOMATO SAUCE"	"Puerto Rican seasoning without ham and tomato sauce"
74501010	"TOMATO ASPIC"	"Tomato aspic"
74503009	"TOMATO AND CORN, COOKED, NS AS TO FAT ADDED IN COOKING"	"Tomato and corn, cooked, NS as to fat added in cooking"
74503010	"TOMATO AND CORN, COOKED, FAT NOT ADDED IN COOKING"	"Tomato and corn, cooked, fat not added in cooking"
74503011	"TOMATO AND CORN, COOKED, FAT ADDED IN COOKING"	"Tomato and corn, cooked, fat added in cooking"
74504000	"TOMATO AND OKRA, COOKED, NS AS TO FAT ADDED IN COOKING"	"Tomato and okra, cooked, NS as to fat added in cooking"
74504010	"TOMATO AND OKRA, COOKED, FAT NOT ADDED IN COOKING"	"Tomato and okra, cooked, fat not added in cooking"
74504020	"TOMATO AND OKRA, COOKED, FAT ADDED IN COOKING, NS AS TO TYPE"	"Tomato and okra, cooked, fat added in cooking, NS as to type of fat"
74504021	"TOMATO AND OKRA, COOKED, MADE WITH OIL"	"Tomato and okra, cooked, made with oil"
74504022	"TOMATO AND OKRA, COOKED, MADE WITH BUTTER"	"Tomato and okra, cooked, made with butter"
74504023	"TOMATO AND OKRA, COOKED, MADE WITH MARGARINE"	"Tomato and okra, cooked, made with margarine"
74504100	"TOMATO AND ONION, COOKED, NS AS TO FAT ADDED IN COOKING"	"Tomato and onion, cooked, NS as to fat added in cooking"
74504110	"TOMATO AND ONION, COOKED, FAT NOT ADDED IN COOKING"	"Tomato and onion, cooked, fat not added in cooking"
74504120	"TOMATO AND ONION, COOKED, FAT ADDED IN COOKING, NS AS TO TYP"	"Tomato and onion, cooked, fat added in cooking, NS as to type of fat"
74504121	"TOMATO AND ONION, COOKED, MADE WITH OIL"	"Tomato and onion, cooked, made with oil"
74504122	"TOMATO AND ONION, COOKED, MADE WITH BUTTER"	"Tomato and onion, cooked, made with butter"
74504123	"TOMATO AND ONION, COOKED, MADE WITH MARGARINE"	"Tomato and onion, cooked, made with margarine"
74504148	"TOMATO AND CELERY, COOKED, NS AS TO FAT ADDED IN COOKING"	"Tomato and celery, cooked, NS as to fat added in cooking"
